"","bank","assets","liabilities","buffer","weights","original_stress","additional_stress","original_losses","additional_losses","additional_defaults"
"330","b1295",9060.6821539977,3590.22662148987,54183.7850927598,638712.719586275,1.4101541503658e-05,1.00998743001811e-06,54183.7850927598,3590.22662148987,0
"331","b1296",8681.26662288623,1555.76486931228,36152.1474306354,456115.577080939,1.00701497612856e-05,4.75703625104455e-07,36152.1474306354,1555.76486931228,0
"332","b1297",4881.98407486455,1196.74220716329,42981.6269906419,447080.531111476,9.87067342111127e-06,3.79126850087715e-07,42981.6269906419,1196.74220716329,0
"333","b1298",534662.282876375,12584.3426794256,274699.408143162,554977.250041044,1.22528242902522e-05,3.99365891229663e-06,274699.408143162,12584.3426794256,0
"334","b1299",16926.7181086849,1795.11331074494,33290.2946970941,283033.731735347,6.24883737650709e-06,9.96199751246401e-07,33290.2946970941,1795.11331074494,0
"335","b13",22416.6329436067,17855.5205132661,55515.2651452179,278301.066442471,6.14434928036638e-06,0.450954761855649,55515.2651452179,1858516639.78115,222
"336","b130",64127,110918.662054377,310033,3706144,8.18244914057542e-05,0.451022736593227,310033,1858753306.67801,222
"337","b1300",5156.29124938434,75.9931301548689,42842.3370546708,312670.015596782,6.90314920414208e-06,4.59484443026167e-08,42842.3370546708,75.9931301548689,0
"338","b1301",48614.7512723691,62386.7696305259,117006.109834182,284606.0843868,6.28355188193797e-06,0.450955732332006,117006.109834182,1858553109.3853,222
"339","b1302",3074.63306517813,11967.4220716329,36521.308487933,279414.757018552,6.16893741427894e-06,3.80723100249836e-06,36521.308487933,11967.4220716329,0
"340","b1303",1239154.12448484,2364850.21009275,11384384.8005918,88623669.8245799,0.00195663922122501,0.451976927443386,11384384.8005918,1864476222.132,222
"341","b1304",2362739.31776392,921036.997591074,12096379.0772482,85043761.1406531,0.00187760176144434,0.450726139872513,12096379.0772482,1859309403.66067,223
"342","b1305",2931432.89844658,1506614.60694477,6412095.32875409,56180898.3341435,0.00124036557481568,0.451426851708436,6412095.32875409,1861756174.63976,222
"343","b1306",1064258.20395223,1453294.07515574,7949714.48293353,63046006.5448589,0.00139193388618924,0.45077114381399,7949714.48293353,1859764676.9149,222
"344","b1307",2206688.76445102,2145909.76113688,9816429.12649265,65632506.4089612,0.00144903880059657,0.452312011168327,9816429.12649265,1865976618.6294,222
"345","b1308",2344835.83387932,613399.642964721,4046819.46042481,32150532.6594103,0.000709821578244219,0.450545987721516,4046819.46042481,1858764207.80296,222
"346","b1309",285969.0694283,361252.449453963,3182621.58913664,25822928.9521293,0.000570120326710163,0.450906096666567,3182621.58913664,1858835336.82601,222
"347","b131",212868,3950.67732702958,190542.1224,1040589,2.29741924996499e-05,8.98719457016834e-07,190542.1224,3950.67732702958,0
"348","b1310",785909.126915355,47831.2139920317,1281783.75103033,11560882.6488429,0.000255241928792615,0.450800750162,1281783.75103033,1858524535.98743,222
"349","b1311",559894.088978125,43039.7887498475,2417265.14424601,17180861.3532706,0.000379320188892862,0.450872368256468,2417265.14424601,1858537671.7466,222
"350","b1312",67640.4683504174,32864.1147443085,1111032.24918102,7647957.37186939,0.000168852106730365,1.98709402127044e-05,1111032.24918102,32864.1147443085,0
"351","b1313",332531.900454401,219726.926106494,906312.88322942,7380192.10652013,0.00016294036756067,0.45097767143239,906312.88322942,1858833317.87874,222
"352","b1314",61291.9414561978,823.451590607205,277126.89485364,2826590.78854486,6.24056576551998e-05,2.19041226932125e-07,277126.89485364,823.451590607205,0
"353","b1315",113161.08929515,7276.87791033503,229615.58004861,2643030.24537673,5.83529958895221e-05,4.03830996112323e-06,229615.58004861,7276.87791033503,0
"354","b1316",81675.4321039839,232538.877683309,796791.498679066,4756718.09616401,0.000105019135516366,0.451170947197127,796791.498679066,1859609658.31572,222
"355","b1317",63084.6220014794,91565.3519128552,1106195.88396914,6400107.38264821,0.00014130199245561,0.451039844977017,1106195.88396914,1858885797.80885,222
"356","b1318",141977.086970305,133074.09072679,701302.877734334,6658435.11338899,0.000147005369114441,0.450927200465426,701302.877734334,1858610217.01694,222
"357","b1319",77320.6792771848,79342.5264132117,646515.893691218,4189930.06361619,9.25055519917937e-05,0.451019961088389,646515.893691218,1858812559.91729,222
"358","b132",192721,257995.614752701,125100,1434867,3.16790881600662e-05,0.451069549558679,125100,1858997108.96942,222
"359","b1320",229682.904575716,56436.0905386687,486859.077882278,3518315.98224664,7.76776120550276e-05,0.450947938341981,486859.077882278,1858553578.57411,222
"360","b1321",70408.2544647575,92662.4143593873,591264.458416992,4087099.54898024,9.02352531148265e-05,2.60674000849767e-05,591264.458416992,92662.4143593873,0
"361","b1322",37122.8762548875,14402.9309175448,582045.398499419,3769878.0380429,8.32316156966872e-05,0.450956296050278,582045.398499419,1858520660.01172,222
"362","b1323",353116.484624326,10975.400330486,265901.079995773,2661941.83704956,5.87705272564367e-05,0.45094815673624,265901.079995773,1858528094.86802,222
"363","b1324",16690.1022931417,69077.0353305307,322819.127338053,1540694.08094685,3.40155454254696e-05,0.450986473316792,322819.127338053,1858702017.14757,222
"364","b1325",279760.691958153,465320.400129052,181953.335094579,997117.609214837,2.20144282698475e-05,0.450934896739399,181953.335094579,1858503742.8624,221
"365","b1326",73018.7300010567,68754.5874017859,113115.326217901,555374.985099863,1.2261605511085e-05,0.450952715103757,113115.326217901,1858548997.68413,222
"366","b1327",88607.6582479129,122.940012966239,152331.863256895,911706.765930466,2.01287220446495e-05,5.06546915155401e-08,152331.863256895,122.940012966239,0
"367","b1328",35566.2706285714,13071.5245055708,18090.0816,488199.0192,1.07784901101598e-05,7.9035593674125e-06,18090.0816,13071.5245055708,0
"368","b1329",10627.1291719745,52449.4447033112,81354.186836518,704194.373757962,1.55472497786213e-05,0.450962398459703,81354.186836518,1858575692.66272,222
"369","b133",118520,96.6312426675083,48570,606674,1.33941885418091e-05,3.77261208546871e-08,48570,96.6312426675083,0
"370","b1330",9803.70038216561,5952.86121362578,30085.6514649682,47968.9263694268,1.05906111674517e-06,1.62797483674554e-06,30085.6514649682,5952.86121362578,0
"371","b1331",85549.1295116773,260580.318375727,686367.473460722,6778862.33545648,0.000149664169257414,0.450938222708415,686367.473460722,1858731612.03249,222
"372","b1332",503365.979872611,132792.126438609,983153.199235669,5970488.15906582,0.000131816830932538,0.450986727585234,983153.199235669,1858810186.50224,222
"373","b1333",111323.64118896,48720.2242172882,165773.55507431,1873885.87329087,4.13717757686839e-05,0.450940179232529,165773.55507431,1858534710.34275,222
"374","b1334",236709.490530786,52278.4208136455,308713.655541401,1655470.34063694,3.65495832487698e-05,0.45093799836848,308713.655541401,1858531163.40246,222
"375","b1335",163475.044755839,17849.4629170318,153135.299363057,1227660.03762208,2.71043591931657e-05,0.450990437266662,153135.299363057,1858662867.30251,222
"376","b1336",389931.694607219,1384.57540405246,183622.203651805,1194447.58462845,2.63710924678195e-05,3.88934643624614e-07,183622.203651805,1384.57540405246,0
"377","b1337",194247.358386412,298.136240092849,108150.543524416,815738.09104034,1.80099193176727e-05,6.55897211176962e-08,108150.543524416,298.136240092849,0
"378","b1338",36516.4823779193,1959.22227656808,121083.756602972,981572.588450106,2.16712242772433e-05,7.79799781700496e-07,121083.756602972,1959.22227656808,0
"379","b1339",939.950063694267,2937.12069974085,39277.3057324841,505923.259363057,1.11698070522148e-05,8.72779019188312e-07,39277.3057324841,2937.12069974085,0
"380","b134",765975,345265.530730195,111201,934414,2.06300538544688e-05,0.450936407138917,111201,1858504598.14244,221
"381","b1340",452.941825902335,41183.5761335346,41567.4173248408,385199.557622081,8.50446121147702e-06,7.62538441334571e-06,41567.4173248408,46417.0042742027,0
"382","b1341",2481.3667940552,5915.38783239595,35758.0921443737,380405.152186837,8.39861001240547e-06,3.5766768363312e-06,35758.0921443737,5915.38783239595,0
"383","b1342",18950.7382590234,14592.0644914824,19438.4242887473,230682.859363057,5.09303136721274e-06,0.450957111297927,19438.4242887473,1858520537.50536,222
"384","b1343",293.660721868365,395.595920460964,37047.3408067941,90345.9219532909,1.9946632171907e-06,1.25852087761734e-07,37047.3408067941,395.595920460964,0
"385","b1344",93.4763481953291,2922.22214178494,11581.5191507431,36946.2614012739,8.15701993366498e-07,1.20403648544143e-06,11581.5191507431,2922.22214178494,0
"386","b1345",6751.45596602972,3540.07895939707,9192.30259023354,30764.8579193206,6.7922856003941e-07,8.92216289615377e-07,9192.30259023354,3540.07895939707,0
"387","b1346",20223.8672611465,15775.2204714245,11813.8839065817,39276.0385562633,8.67138966888236e-07,0.45095627799352,11813.8839065817,1858505330.70152,221
"388","b1347",2060.10437367304,88.7310238371575,6254.2808492569,6335.85163481953,1.39883349821654e-07,3.65596402008145e-08,6254.2808492569,88.7310238371575,0
"389","b1348",1396.69341825902,1125.89351688442,19970.0489171975,14457.2429723991,3.19187962838458e-07,3.12703119597732e-07,19970.0489171975,1125.89351688442,0
"390","b1349",110331.8424,500793.972911341,92783.0808,806650.9128,1.78092919977873e-05,0.450944182115955,92783.0808,1858639740.83954,222
"391","b135",9916.96196319018,17904.8068201433,43983.0802453988,284971.89791411,6.291628337095e-06,6.34566039741058e-06,43983.0802453988,17904.8068201433,0
"392","b1350",1325095.84375211,985484.385951169,638571.926741907,9016662.62080151,0.000199070471391387,0.450889616867245,638571.926741907,1859156609.61269,222
"393","b1351",404552.706629722,4239718.87709457,1871478.38075286,44218151.1387443,0.000976251254087949,0.453989312920168,1871478.38075286,1873628956.85492,222
"394","b1352",138340.366290464,4238694.21925106,1951173.23781848,44056960.4108941,0.000972692474578662,0.453230466771362,1951173.23781848,1871623786.78788,226
"395","b1353",102506020.8,58355091.5200996,151888562.4,1935343920,0.0427286505729995,0.435905688696175,151888562.4,1906036659.80443,229
"396","b1354",43181555.1801041,30228982.7801321,82552840.7109549,1197234000.40549,0.0264326111389238,0.461800479069387,82552840.7109549,1948094749.9706,229
"397","b1355",10108189.4978712,23951771.1911414,50269669.797932,858820145.705211,0.0189610877589604,0.460862068070183,50269669.797932,1916095076.60761,227
"398","b1356",34051541.2583632,36964925.8036774,53952742.8532811,775519884.300872,0.0171219790995623,0.453589642793087,53952742.8532811,1917127720.98043,230
"399","b1357",41387295.2625532,50074240.6138349,44223891.8699736,872162280.462256,0.0192556562891531,0.445056184863652,44223891.8699736,1893171216.9723,229
"400","b1358",14450883.8278029,33659221.9608564,49864441.7111577,868804515.509901,0.0191815233333136,0.449877232220844,49864441.7111577,1893908900.13761,226
"401","b1359",50022964.8,18475312.1300282,48933662.4,509418763.2,0.0112469810162229,0.44578515082483,48933662.4,1868740818.07589,224
"402","b136",171256.889815951,52176.4108990218,235308.406380368,1833646.26699387,4.04833630897323e-05,0.450954519340311,235308.406380368,1858554156.29429,222
"403","b1360",89876212.7458269,42442116.0763917,19739110.3602081,365241079.678313,0.00806381662050005,0.442893497302302,19739110.3602081,1858506476.5791,221
"404","b1361",92798357.5048997,119769890.732483,15967112.2524836,401346902.209907,0.0088609633491307,0.442096298307708,15967112.2524836,1858506121.67298,221
"405","b1362",11664940.7312293,11502178.3925341,17433812.7998919,336066908.697709,0.00741970735149365,0.446673694789559,17433812.7998919,1863567091.72845,223
"406","b1363",3020152.62044068,7139768.44654323,14538059.7535167,245788122.245736,0.00542652635632418,0.452488134182564,14538059.7535167,1868922999.12631,222
"407","b1364",1674041.12617422,181209.951425832,93539.0243968372,2415973.23024938,5.33400161502285e-05,0.450903853739811,93539.0243968372,1858505660.69921,221
"408","b1365",1334219.71830986,3046659.21966353,3965219.31589537,45211441.9852448,0.000998181194838468,0.453753967940956,3965219.31589537,1872805819.16521,222
"409","b1366",1331950.63715627,3032359.38499497,3986775.58685446,45187616.6331321,0.000997655177144827,0.451501373524101,3986775.58685446,1863161943.44607,222
"410","b1367",227377.982023383,2757905.99571554,2178100.96641211,45696783.402041,0.00100889659461449,0.450928341408973,2178100.96641211,1861192400.48633,222
"411","b1368",5111514.32,8512322.57528515,3567555.12,32648662.18,0.000720819314618316,0.454298899668724,3567555.12,1881278036.1597,222
"412","b1369",395097.384604988,3508743.73550366,3265012.74582686,44639700.9123471,0.000985558257762727,0.451708305167256,3265012.74582686,1863216138.39465,222
"413","b137",7477.82871165644,115569.308369169,111440.90208589,816315.669202454,1.80226711263887e-05,0.450956518881505,111440.90208589,1858616857.53432,222
"414","b1370",3104581.7952,840287.309464429,3059722.1904,42816857.1624,0.000945313393356061,0.450412200286877,3059722.1904,1858961777.03462,222
"415","b1371",1473341.78549706,4434246.22769262,2581302.91275259,45622041.3327026,0.00100724643428336,0.451810040322979,2581302.91275259,1863790138.81798,222
"416","b1372",1442122.33831182,4434197.35939547,2568934.45103737,45621720.5271339,0.00100723935151688,0.450697374442106,2568934.45103737,1861790293.22308,222
"417","b1373",20411095.5939718,4053565.34567298,1249104.32114618,33847570.8265189,0.000747288898704463,0.450210021791845,1249104.32114618,1858506454.58838,221
"418","b1374",388681.27323106,1169055.77960711,1490001.16239778,22083579.9689126,0.000487562733497289,0.451449331671655,1490001.16239778,1861612415.84551,222
"419","b1375",3327372.84584713,2891899.71371258,2361579.23903494,27280855.3085085,0.000602308520859599,0.450354590315614,2361579.23903494,1858503659.08318,221
"420","b1376",647014.178549706,884910.277619273,1413458.07934041,25872124.8901804,0.000571206477871656,0.450811960051111,1413458.07934041,1859361066.55132,223
"421","b1377",647014.178549706,884910.277619273,1413458.07934041,25872237.4535379,0.000571208963052877,0.451434370075378,1413458.07934041,1861485016.67906,222
"422","b1378",1078828.16412309,551433.52122809,2469195.89692269,19175414.0753065,0.000423356055298093,0.45077214283142,2469195.89692269,1858815619.01112,222
"423","b1379",1336352.17949584,985484.385951169,638571.926741907,9016662.62080151,0.000199070471391387,0.451373256218767,638571.926741907,1860784654.95696,222
"424","b138",11429.2858895706,51021.2043687154,81667.5357055215,595812.709693252,1.31543922588368e-05,0.450992417970528,81667.5357055215,1858694270.79232,222
"425","b1380",113000.103264175,2617527.87115511,1009568.37088599,17176567.2566061,0.000379225383543792,0.450945545079065,1009568.37088599,1860884015.30731,222
"426","b1381",218372.913428398,749576.622442263,1112238.53483814,19726728.39089,0.000435528009080066,0.45115007480742,1112238.53483814,1859781723.17973,222
"427","b1382",1086236.39927012,372817.815368234,1328247.61776036,11340758.2618098,0.000250382008073133,0.450793249757424,1328247.61776036,1858648443.20605,222
"428","b1383",8047154.42319389,2108430.56260048,597711.427992161,12945911.738866,0.000285820692292715,0.450671526327134,597711.427992161,1858506701.44958,221
"429","b1384",190006.947354193,452031.748654719,642849.334324525,9840513.83388525,0.000217259512752054,0.451256006351422,642849.334324525,1860258737.86254,222
"430","b1385",111649.604221636,315618.456892535,1338229.0237467,9004909.76253298,0.000198810991012214,0.450955430698509,1338229.0237467,1858819289.01486,222
"431","b1386",32418.2469419477,478672.852585895,723444.698249645,5780803.78455092,0.000127628966814926,0.450954308953723,723444.698249645,1858973336.04548,222
"432","b1387",32418.2469419477,478672.852585895,722319.064675272,5782379.67155505,0.000127663759352028,0.451171563012899,722319.064675272,1859630675.13774,223
"433","b1388",14809960.938028,12586739.309969,4196361.96526323,85781157.8022572,0.00189388205352152,0.449063461254844,4196361.96526323,1858506676.23193,221
"434","b1389",203428.07105329,368639.66087331,496995.8218664,6275054.51588691,0.000138541067024333,0.451142644298412,496995.8218664,1859460540.89234,222
"435","b139",18486.1163190184,50953.5877585488,78107.4434355828,594664.160981595,1.31290345247105e-05,0.450993966067981,78107.4434355828,1858662541.71542,222
"436","b1390",2609963.79482327,1930901.49742786,424146.610258836,6142458.59566128,0.000135613605561707,0.450821244624157,424146.610258836,1858503384.27692,221
"437","b1391",390711.668745934,608604.133698417,523797.449466151,3963472.43014045,8.75058054400938e-05,0.451219977744639,523797.449466151,1859651210.24797,222
"438","b1392",256306.764884774,218646.219837522,253492.680948841,4024477.71845644,8.88526842147765e-05,0.450880805238556,253492.680948841,1858536856.2717,222
"439","b1393",37258.4713117524,554655.172673628,262160.059471514,4150998.93221599,9.16460279078207e-05,0.451129202792207,262160.059471514,1859955579.32499,222
"440","b1394",51614.2196,394245.950505578,575845.3786,2753832.5456,6.07992963738952e-05,0.450956797638869,575845.3786,1858897290.41363,222
"441","b1395",79558.6554031223,153775.131765108,193291.546124214,1819988.5241603,4.0181826543633e-05,0.451001177979071,193291.546124214,1858732182.12167,222
"442","b1396",1622334.02230182,1360417.72566707,590652.579847266,2788201.11752382,6.15580879691513e-05,0.450895299043401,590652.579847266,1858503376.39301,221
"443","b1397",138912.144358269,167296.750027595,179847.951713785,2443174.64073055,5.3940570682956e-05,4.15324237950094e-05,179847.951713785,171047.814692857,0
"444","b1398",38609.2316010002,89066.4125509734,273866.648644996,1848853.14590795,4.081910156428e-05,0.450995838209399,273866.648644996,1858711227.66726,222
"445","b1399",1145343.41826046,1651778.39526988,316538.291815909,3079759.34905724,6.79951298138242e-05,0.450889191001793,316538.291815909,1858505609.05513,221
"446","b14",21376.0406560628,4467.78756084164,56543.4677909523,305035.406982029,6.73459181215078e-06,2.60906031200892e-06,56543.4677909523,8597.93422032527,0
"447","b140",2499.4218404908,33010.5006352953,61043.2181595092,440411.718773006,9.72343894293781e-06,1.65510887292981e-05,61043.2181595092,54234.5413893016,0
"448","b1400",1394.65999864837,168140.834731073,135772.796107319,2139280.11569913,4.72311673376761e-05,0.45103137509401,135772.796107319,1858987712.35118,222
"449","b1401",891537.811177942,1043102.47288824,237149.607082517,2873365.42812732,6.34383512295786e-05,0.450893512046442,237149.607082517,1858504009.15585,221
"450","b1402",1098.61836858823,49040.9125885754,150739.220112185,1888302.10015544,4.16900581751913e-05,0.450995384566163,150739.220112185,1858665967.5802,222
"451","b1403",587070.030522892,4730.17979241835,132813.978734051,2555353.53064799,5.64172636052916e-05,1.67642772596753e-06,132813.978734051,4730.17979241835,0
"452","b1404",448463,840035.699074137,381328,3052866,6.74013766815103e-05,0.450889594400148,381328,1858504317.06148,221
"453","b1405",289894.3488,4915.35906647333,243864.66,2076508.5168,4.58452918415682e-05,0.450911268762416,243864.66,1858505119.78132,221
"454","b1406",94222.2839764817,97044.5561601854,377039.970804893,1386968.54443468,3.0621582902377e-05,0.45095412777057,377039.970804893,1858593398.18843,222
"455","b1407",66114.087990809,18272.0139447493,126914.059877002,1885377.70412922,4.16254931670549e-05,4.6051482671904e-06,126914.059877002,18272.0139447493,0
"456","b1408",32130.0847469082,405442.921105489,251813.235655876,906548.134892208,2.00148294487181e-05,0.450954602106535,251813.235655876,1858859113.61983,222
"457","b1409",19403.6715550449,3477.53108119376,79727.5004392782,1303845.00750152,2.87863759774968e-05,0.450954583118882,79727.5004392782,1858507062.99258,222
"458","b141",4583.46552147239,20160.8403847491,47344.9354601227,357384.624294479,7.89036128092494e-06,1.27344846034211e-05,47344.9354601227,37153.7847407553,0
"459","b1410",123767.4048,733555.381138481,160861.9824,1223362.38,2.70094752250406e-05,0.451028170657813,160861.9824,1859007824.70906,222
"460","b1411",179435.155518178,55745.4700414165,71967.9215939966,1179047.56346228,2.60310897859056e-05,0.45093560055527,71967.9215939966,1858515843.89224,222
"461","b1412",6071.69659936238,45987.2790849431,78275.4096705632,1071423.02763018,2.36549481931228e-05,1.62983973301341e-05,78275.4096705632,45987.2790849431,0
"462","b1413",32330.4475231466,28143.4099694253,58744.5649793877,1086238.65053727,2.39820484917707e-05,2.41165102400123e-05,58744.5649793877,77557.3090019144,0
"463","b1414",11312.6174224505,83482.0273038615,71365.1686152599,1098908.78205042,2.42617804900706e-05,0.451007097772799,71365.1686152599,1858720549.74856,222
"464","b1415",15149.9022774887,11069.4575032378,79694.8570656214,936573.284855038,2.06777266877596e-05,2.94451741989383e-06,79694.8570656214,11069.4575032378,0
"465","b1416",191736.9284,1721.15508126268,205439.099,1180878.3152,2.60715092433872e-05,1.04067825902677e-06,205439.099,1721.15508126268,0
"466","b1417",67141.7914442117,12504.7666824884,98416.3946745962,604699.361221869,1.33505923367694e-05,0.4509628573552,98416.3946745962,1858550543.22437,222
"467","b1418",638459.36338447,287311.694724276,157543.675069271,722226.762722173,1.59453700502102e-05,0.450941412991809,157543.675069271,1858506778.52581,221
"468","b1419",18892.6339122795,9750.80167847869,48304.3135770764,611222.407785362,1.34946085885594e-05,0.450956292415398,48304.3135770764,1858521848.93137,222
"469","b142",303682.783654436,103302.592471733,349379.477236471,3170579.66572586,7.00002667487946e-05,0.450901759477413,349379.477236471,1858549686.89309,222
"470","b1420",501.065800162469,31839.1072779779,38365.0517194693,699640.108313025,1.54467004060771e-05,0.450957054712452,38365.0517194693,1858537509.46749,222
"471","b1421",96176.3838615936,27863.5995583138,41946.7351490167,490698.569710076,1.08336753510004e-05,0.450946165394232,41946.7351490167,1858504339.41336,221
"472","b1422",9039.96323579104,20516.0146220291,34782.0774481314,465652.097046699,1.0280697677389e-05,7.71657340358188e-06,34782.0774481314,20516.0146220291,0
"473","b1423",65982.3888626073,540.704062035113,45567.8983577752,221156.605257823,4.88271010145437e-06,2.20888293476498e-07,45567.8983577752,540.704062035113,0
"474","b1424",8696.49381761978,7992.01313873021,27439.835007728,409371.882148377,9.03813938492604e-06,2.57759855419938e-06,27439.835007728,7992.01313873021,0
"475","b1425",262298.512401162,207740.707589246,36542.568358451,490022.063931878,1.08187394118588e-05,0.450946056826992,36542.568358451,1858503501.42934,221
"476","b1426",21910.457525174,33136.6464606679,29491.5996485774,385028.592282219,8.50068662743976e-06,0.450977448380069,29491.5996485774,1858596140.41102,222
"477","b1427",29821.4102858688,4341.39646310408,24763.93863621,309258.819490437,6.82783659176465e-06,1.22130336570248e-06,24763.93863621,4341.39646310408,0
"478","b1428",6043.52666080962,21314.4595416232,23139.6493883895,286858.711360411,6.3332855286723e-06,6.93881613855458e-06,23139.6493883895,21314.4595416232,0
"479","b1429",19573.9824654623,399.132766450929,24738.2306057386,312069.929064825,6.88990045415372e-06,2.92995165813813e-07,24738.2306057386,399.132766450929,0
"480","b143",400922.837648791,97593.8337290141,218698.655540557,1380114.34090072,3.04702553451753e-05,0.450933287874439,218698.655540557,1858540592.22518,222
"481","b1430",6542.2,23363.8621886536,75970.8302,239447.3238,5.28653379048519e-06,1.04656815964449e-05,75970.8302,51260.624431364,0
"482","b1431",58865,133545.077592893,168068,195685,4.32034632241354e-06,0.450956868230191,168068,1858634650.1445,222
"483","b1432",21489.4705683585,7889.86539500216,25377.4089342434,245519.818341556,5.42060272505088e-06,2.96757077758864e-06,25377.4089342434,7889.86539500216,0
"484","b1433",156676,59554.254991823,276440,91902,2.02901841082581e-06,0.450956401815384,276440,1858542548.42105,222
"485","b1434",66755.2325494588,815.081298678887,19979.7304964539,235596.882418813,5.20152349199078e-06,2.65345656945349e-07,19979.7304964539,815.081298678887,0
"486","b1435",78708,30343.6106503899,138468,93892,2.07295376193399e-06,0.45096383207298,138468,1858543243.75227,222
"487","b1436",85523.3877137258,63713.2247092512,14930.4037304859,96787.6028924782,2.13688307336659e-06,0.450955022561106,14930.4037304859,1858505427.8558,221
"488","b1437",25536.0685514136,819.472130877599,12624.2316737553,137011.144108081,3.02494106639252e-06,2.60701066920329e-07,12624.2316737553,819.472130877599,0
"489","b1438",20557.4459687775,89.8546108921325,11379.0298033385,132069.461647631,2.91583827545535e-06,3.29284063691108e-08,11379.0298033385,89.8546108921325,0
"490","b1439",17387.6618233426,62303.1378769176,42733.5530175036,125317.911468541,2.76677710578561e-06,0.450955890006202,42733.5530175036,1858541405.63425,222
"491","b144",832611.447294147,450290.287531895,1394269.07939624,8717676.10308013,0.000192469427354854,0.451077993293762,1394269.07939624,1859406826.82916,222
"492","b1440",205440.447842655,177817.008448688,588640.136201598,4528815.43641057,9.9987485579304e-05,0.450953065873382,588640.136201598,1858675025.1173,222
"493","b1441",68525.5685310387,26993.290134182,227421.965826675,2236140.07021512,4.93696477949534e-05,1.75222407921243e-05,227421.965826675,40196.5330813417,0
"494","b1442",11317.4807129687,4485.69185106376,130251.45558697,367562.806244622,8.1150758525945e-06,1.26189593642671e-06,130251.45558697,4485.69185106376,0
"495","b1443",16384.40585126,1770.23395969732,121504.342716656,547405.531161647,1.20856553819815e-05,6.42901524858636e-07,121504.342716656,1770.23395969732,0
"496","b1444",29718.3170006146,14598.0682212011,38928.7676459742,225800.590731407,4.98524031870221e-06,0.450954434013619,38928.7676459742,1858511647.3618,222
"497","b145",645917.18640324,3229.17879367187,509169.975211682,3160120.35587189,6.97693454167426e-05,0.450928050555111,509169.975211682,1858540585.55694,222
"498","b146",27798.4940483495,2911.09126485478,524373.250705608,4074500.31562155,8.99570864106517e-05,0.45095582859966,524373.250705608,1858506757.15131,222
"499","b147",149208.041232053,2507.48864111385,228852.90857774,2662942.12835931,5.8792611753876e-05,1.09179308696316e-06,228852.90857774,2507.48864111385,0
"500","b148",19573.7126027733,38.6428044007271,92568.6479322616,1196143.61909437,2.64085376284987e-05,1.45345010798677e-08,92568.6479322616,38.6428044007271,0
"501","b149",147326.60203706,30004.7064021868,90726.043440913,898682.052767211,1.98411615693174e-05,2.44185122853593e-05,90726.043440913,34642.8642629504,0
"502","b15",1712.65036149556,12821.984906928,53818.7134046685,287910.568623012,6.35650850261605e-06,0.450957074858866,53818.7134046685,1858518270.30256,222
"503","b150",35147,7550.54122959233,83836,542971,1.19877495108322e-05,2.67599482870356e-06,83836,7550.54122959233,0
"504","b151",19665.689532458,3233.11463486083,46776.9115228862,332577.847097803,7.34267561961933e-06,9.09526190205218e-07,46776.9115228862,3233.11463486083,0
"505","b152",5385.24923303473,3400.92459100844,15519.5739354522,94061.7400908087,2.07670129484193e-06,1.38934489658287e-06,15519.5739354522,3400.92459100844,0
"506","b153",12832.8256227758,68.3405151901748,22149.0666339428,175344.307767824,3.87126317919548e-06,1.81788346360364e-08,22149.0666339428,68.3405151901748,0
"507","b154",7697.59362549801,11093.5269653061,1499.91851218607,226833.861380389,5.00805293616592e-06,5.43762548187008e-06,1499.91851218607,11093.5269653061,0
"508","b155",13723.5961740084,12792.4525549903,21028.2772392213,191385.08869784,4.22541259739124e-06,3.22411863820068e-06,21028.2772392213,12792.4525549903,0
"509","b156",199210.026291595,130838.528139229,455895.301901705,3138733.29354646,6.92971604456673e-05,0.450945541437876,455895.301901705,1858615047.61527,222
"510","b157",1229111.08602029,227532.997533283,2240071.74540704,14612586.0283562,0.000322617637062423,0.450888183437519,2240071.74540704,1858683082.12545,222
"511","b158",702944.077939255,1037019.96602085,1123259.77063406,7753340.19388035,0.000171178755617713,0.451015477179237,1123259.77063406,1859383987.96627,222
"512","b159",120056.615642692,99311.2399568377,594959.61675565,3961776.97243415,8.74683730131515e-05,0.450950682383969,594959.61675565,1858596639.04144,222
"513","b16",27657.6251799215,9985.47016861198,58681.4224548647,183796.346855608,4.05786785502553e-06,0.450956135166897,58681.4224548647,1858511797.5912,222
"514","b160",15290.9478845751,37604.5543959616,222161.627304547,2436363.20376792,5.37901873289339e-05,0.450956733632122,222161.627304547,1858541184.25172,222
"515","b161",65445.127990064,8804.08787478927,440272.158201203,2463340.11000532,5.43857852421763e-05,3.31143214649734e-06,440272.158201203,8804.08787478927,0
"516","b162",164995.872187364,45691.6170371021,141937.210897301,1041348.31530558,2.29909567129928e-05,1.46300083080009e-05,141937.210897301,45691.6170371021,0
"517","b163",2308.57957643112,3659.05793180745,55652.2693678726,380817.704211494,8.40771836318623e-06,8.41002963561096e-07,55652.2693678726,3659.05793180745,0
"518","b164",34658.3803732439,5221.97165111833,41433.8048615256,412359.918576705,9.10410945005298e-06,2.2737142077246e-06,41433.8048615256,5221.97165111833,0
"519","b165",4352.26220623579,805.066112396596,24312.4889268836,274033.070374373,6.05012018198438e-06,1.35920079666025e-07,24312.4889268836,805.066112396596,0
"520","b166",3101.92712550607,5848.04012221446,19636.3593077084,314169.927964256,6.93626436821066e-06,3.53595575399288e-06,19636.3593077084,5848.04012221446,0
